,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_hours,delay_minutes,delay
7480,544740,377670,connect,ended,83.0,,,1.0,23.0,late
7483,544791,402562,connect,ended,85.0,554505.0,60.0,1.0,25.0,late
7490,545343,254689,connect,ended,-17.0,,,-1.0,43.0,early
7498,545949,385721,connect,ended,-12.0,,,-1.0,48.0,early
7501,546057,383110,connect,ended,-86.0,,,-2.0,34.0,early
7504,546130,352015,connect,ended,7.0,,,0.0,7.0,late
7505,546143,367365,connect,ended,,,,,,on time
7510,546578,352528,connect,ended,-536.0,,,-9.0,4.0,early
7530,547629,387939,connect,ended,-19.0,,,-1.0,41.0,early
7536,547790,390611,connect,ended,-149.0,,,-3.0,31.0,early
7539,548007,286751,connect,ended,-181.0,,,-4.0,59.0,early
7540,548100,376491,connect,ended,-15.0,,,-1.0,45.0,early
7553,567623,391519,connect,ended,96.0,562244.0,720.0,1.0,36.0,late
7565,568652,395204,connect,ended,142.0,563518.0,720.0,2.0,22.0,late
7568,568822,386259,connect,ended,-42.0,567288.0,0.0,-1.0,18.0,early
7571,568990,368753,connect,ended,,,,,,on time
7580,570197,340616,connect,ended,-288.0,,,-5.0,12.0,early
7586,570726,338969,connect,ended,,,,,,on time
7588,571215,339138,connect,ended,0.0,,,0.0,0.0,on time
7592,571755,299017,connect,ended,-46.0,,,-1.0,14.0,early
7594,572196,358772,connect,ended,-85.0,,,-2.0,35.0,early
7595,572697,412337,connect,ended,52.0,,,0.0,52.0,late
7611,521715,326551,connect,ended,1.0,,,0.0,1.0,late
7620,524049,401475,connect,ended,-296.0,,,-5.0,4.0,early
7625,526062,369200,connect,ended,-100.0,,,-2.0,20.0,early
7630,527879,399172,connect,ended,4.0,,,0.0,4.0,late
7634,528507,376311,connect,ended,-12.0,,,-1.0,48.0,early
7644,533589,371572,connect,ended,8.0,,,0.0,8.0,late
7655,534909,336850,connect,ended,-72.0,,,-2.0,48.0,early
7657,535166,374512,connect,ended,-4.0,,,-1.0,56.0,early
7660,535407,371572,connect,ended,86.0,,,1.0,26.0,late
7664,573800,399806,connect,ended,-54.0,,,-1.0,6.0,early
7668,575238,358772,connect,ended,-36.0,,,-1.0,24.0,early
7684,514353,365635,connect,ended,-1.0,,,-1.0,59.0,early
7688,515854,313386,connect,ended,36.0,,,0.0,36.0,late
7693,517068,369938,connect,ended,42.0,,,0.0,42.0,late
7699,519027,298516,connect,ended,-39.0,549626.0,390.0,-1.0,21.0,early
7706,522001,390871,connect,ended,100.0,,,1.0,40.0,late
7707,522488,342362,connect,ended,95.0,,,1.0,35.0,late
7711,526657,399528,connect,ended,-181.0,,,-4.0,59.0,early
7718,530729,401281,connect,ended,-4.0,,,-1.0,56.0,early
7737,534199,351597,connect,ended,22.0,,,0.0,22.0,late
7744,512216,348526,connect,ended,-39.0,,,-1.0,21.0,early
7756,516243,326618,connect,ended,8.0,,,0.0,8.0,late
7778,528111,375944,connect,ended,-29.0,534342.0,300.0,-1.0,31.0,early
7800,535472,275364,connect,ended,158.0,,,2.0,38.0,late
7803,535842,317330,connect,ended,-33.0,,,-1.0,27.0,early
7807,536216,289234,connect,ended,18.0,,,0.0,18.0,late
7808,536363,203963,connect,ended,10.0,,,0.0,10.0,late
7816,537123,290726,connect,ended,-335.0,,,-6.0,25.0,early
7820,537256,355842,connect,ended,-113.0,,,-2.0,7.0,early
7831,537879,392683,connect,ended,-142.0,550313.0,0.0,-3.0,38.0,early
7834,538006,349678,connect,ended,4.0,,,0.0,4.0,late
7835,538120,392368,connect,ended,-103.0,535637.0,120.0,-2.0,17.0,early
7837,538359,343808,connect,ended,38.0,537176.0,60.0,0.0,38.0,late
7842,538461,391370,connect,ended,-41.0,,,-1.0,19.0,early
7846,538764,336349,connect,ended,37.0,,,0.0,37.0,late
7856,539450,380708,connect,ended,194.0,,,3.0,14.0,late
7857,539484,227119,connect,ended,145.0,,,2.0,25.0,late
7858,539582,377119,connect,ended,98.0,,,1.0,38.0,late
7863,539744,311923,connect,ended,-104.0,,,-2.0,16.0,early
7874,540234,177313,connect,ended,56.0,,,0.0,56.0,late
7884,569446,338969,connect,ended,-143.0,,,-3.0,37.0,early
7903,572285,241021,connect,ended,-101.0,571991.0,30.0,-2.0,19.0,early
7914,574537,369648,connect,ended,-389.0,571606.0,120.0,-7.0,31.0,early
7921,544463,348526,connect,ended,221.0,,,3.0,41.0,late
7937,545710,367632,connect,ended,-7.0,,,-1.0,53.0,early
7946,546180,385721,connect,ended,-149.0,,,-3.0,31.0,early
7951,546422,407465,connect,ended,-15.0,,,-1.0,45.0,early
7954,546750,299063,connect,ended,-393.0,,,-7.0,27.0,early
7958,546869,376406,connect,ended,-289.0,,,-5.0,11.0,early
7961,547006,296815,connect,ended,,545330.0,60.0,,,on time
7966,547277,353425,connect,ended,-42.0,,,-1.0,18.0,early
7985,544389,385629,connect,ended,23.0,517515.0,0.0,0.0,23.0,late
8001,541577,374360,connect,ended,-797.0,,,-14.0,43.0,early
8002,541605,386259,connect,ended,1.0,535939.0,660.0,0.0,1.0,late
8016,542163,338243,connect,ended,-18.0,534021.0,90.0,-1.0,42.0,early
8018,542364,338584,connect,ended,-38.0,,,-1.0,22.0,early
8025,542837,406062,connect,ended,-43.0,,,-1.0,17.0,early
8026,542857,333553,connect,ended,12.0,,,0.0,12.0,late
8030,543099,395204,connect,ended,-20.0,,,-1.0,40.0,early
8035,543379,406126,connect,ended,-11.0,,,-1.0,49.0,early
8040,543598,375421,connect,ended,-5.0,,,-1.0,55.0,early
8053,544922,406027,connect,ended,,,,,,on time
8062,545475,310444,connect,ended,54.0,,,0.0,54.0,late
8067,545999,387810,connect,ended,-53.0,,,-1.0,7.0,early
8080,546999,340014,connect,ended,-51.0,,,-1.0,9.0,early
8085,547163,311707,connect,ended,-8.0,,,-1.0,52.0,early
8087,547328,353425,connect,ended,9.0,,,0.0,9.0,late
8088,547359,298429,connect,ended,-167.0,,,-3.0,13.0,early
8100,505485,159533,connect,ended,-16.0,,,-1.0,44.0,early
8128,527111,352528,connect,ended,100.0,,,1.0,40.0,late
8132,528190,280886,connect,ended,-26.0,,,-1.0,34.0,early
8149,532564,291856,connect,ended,227.0,,,3.0,47.0,late
8150,532634,402083,connect,ended,-275.0,,,-5.0,25.0,early
8159,533802,373893,connect,ended,-286.0,558560.0,0.0,-5.0,14.0,early
8164,535637,392368,connect,ended,21.0,,,0.0,21.0,late
8183,536743,383625,connect,ended,116.0,,,1.0,56.0,late
8185,536886,402664,connect,ended,,,,,,on time
8189,537375,336349,connect,ended,-227.0,,,-4.0,13.0,early
8215,543933,311707,connect,ended,-32.0,,,-1.0,28.0,early
8216,544176,371159,connect,ended,-100.0,,,-2.0,20.0,early
8219,544433,359049,connect,ended,-110.0,,,-2.0,10.0,early
8220,544636,332582,connect,ended,30.0,,,0.0,30.0,late
8229,544880,392367,connect,ended,-173.0,,,-3.0,7.0,early
8230,545025,296967,connect,ended,415.0,,,6.0,55.0,late
8233,545108,275364,connect,ended,3.0,,,0.0,3.0,late
8241,546165,384396,connect,ended,330.0,,,5.0,30.0,late
8247,546466,362507,connect,ended,358.0,,,5.0,58.0,late
8255,547145,305525,connect,ended,-73.0,,,-2.0,47.0,early
8257,547204,321752,connect,ended,7.0,,,0.0,7.0,late
8276,548588,275364,connect,ended,40.0,,,0.0,40.0,late
8286,549254,385178,connect,ended,141.0,,,2.0,21.0,late
8291,549658,355842,connect,ended,-101.0,,,-2.0,19.0,early
8293,549912,350502,connect,ended,-70.0,,,-2.0,50.0,early
8294,550033,285452,connect,ended,31.0,545931.0,0.0,0.0,31.0,late
8296,550299,304775,connect,ended,-132.0,,,-3.0,48.0,early
8306,550687,366164,connect,ended,-139.0,,,-3.0,41.0,early
8316,551121,352393,connect,ended,39.0,548333.0,480.0,0.0,39.0,late
8318,551337,314456,connect,ended,-37.0,556481.0,480.0,-1.0,23.0,early
8322,545150,394928,connect,ended,-95.0,,,-2.0,25.0,early
8324,545492,364907,connect,ended,97.0,,,1.0,37.0,late
8326,545838,385721,connect,ended,202.0,,,3.0,22.0,late
8328,546026,401649,connect,ended,2.0,,,0.0,2.0,late
8334,546423,394928,connect,ended,-63.0,,,-2.0,57.0,early
8343,547317,405624,connect,ended,20.0,,,0.0,20.0,late
8344,547325,203773,connect,ended,-86.0,,,-2.0,34.0,early
8348,547597,381499,connect,ended,-20.0,,,-1.0,40.0,early
8352,547829,313602,connect,ended,-86.0,,,-2.0,34.0,early
8368,548698,381708,connect,ended,13.0,,,0.0,13.0,late
8369,548731,332880,connect,ended,-89.0,,,-2.0,31.0,early
8387,549110,378072,connect,ended,29.0,,,0.0,29.0,late
8399,549796,371572,connect,ended,-96.0,543535.0,60.0,-2.0,24.0,early
8412,550528,409993,connect,ended,71.0,,,1.0,11.0,late
8418,551447,275062,connect,ended,-7.0,,,-1.0,53.0,early
8419,551526,317770,connect,ended,75.0,,,1.0,15.0,late
8431,506452,393172,connect,ended,-93.0,555818.0,30.0,-2.0,27.0,early
8447,519677,370585,connect,ended,-45.0,,,-1.0,15.0,early
8448,519722,390073,connect,ended,20.0,,,0.0,20.0,late
8454,523357,366164,connect,ended,-149.0,,,-3.0,31.0,early
8455,523675,333553,connect,ended,7.0,,,0.0,7.0,late
8465,528560,377119,connect,ended,-369.0,539582.0,120.0,-7.0,51.0,early
8471,530110,216148,connect,ended,-211.0,541841.0,60.0,-4.0,29.0,early
8474,532032,194340,connect,ended,-2.0,,,-1.0,58.0,early
8477,532682,300505,connect,ended,-41.0,,,-1.0,19.0,early
8497,548278,362187,connect,ended,-732.0,,,-13.0,48.0,early
8499,548318,362339,connect,ended,44.0,,,0.0,44.0,late
8513,549074,217777,connect,ended,-4.0,,,-1.0,56.0,early
8516,549607,377119,connect,ended,,,,,,on time
8520,549802,365635,connect,ended,-2.0,,,-1.0,58.0,early
8533,550529,362531,connect,ended,-26.0,544688.0,660.0,-1.0,34.0,early
8541,541314,390509,connect,ended,,,,,,on time
8557,542904,212965,connect,ended,-21.0,,,-1.0,39.0,early
8560,543058,387810,connect,ended,265.0,,,4.0,25.0,late
8564,543210,402562,connect,ended,-107.0,538013.0,0.0,-2.0,13.0,early
8566,543297,341119,connect,ended,66.0,,,1.0,6.0,late
8567,543354,310553,connect,ended,-71.0,,,-2.0,49.0,early
8572,543684,396483,connect,ended,-15.0,,,-1.0,45.0,early
8581,544225,230201,connect,ended,-122.0,540562.0,30.0,-3.0,58.0,early
8592,535428,347873,connect,ended,-430.0,,,-8.0,50.0,early
8595,535583,376840,connect,ended,-47.0,,,-1.0,13.0,early
8611,537461,402528,connect,ended,230.0,,,3.0,50.0,late
8617,537929,369781,connect,ended,-39.0,,,-1.0,21.0,early
8621,538046,248889,connect,ended,-8.0,,,-1.0,52.0,early
8622,538116,289901,connect,ended,-92.0,532257.0,660.0,-2.0,28.0,early
8623,538167,401870,connect,ended,8.0,,,0.0,8.0,late
8632,538481,300528,connect,ended,-61.0,,,-2.0,59.0,early
8656,551734,176220,connect,ended,37.0,,,0.0,37.0,late
8662,552211,384040,connect,ended,-358.0,539551.0,0.0,-6.0,2.0,early
8665,552427,248300,connect,ended,-157.0,,,-3.0,23.0,early
8678,552904,349894,connect,ended,50.0,,,0.0,50.0,late
8679,552933,377670,connect,ended,-145.0,,,-3.0,35.0,early
8682,507521,321752,connect,ended,54.0,547204.0,420.0,0.0,54.0,late
8685,509094,347464,connect,ended,-26.0,,,-1.0,34.0,early
8693,514279,304775,connect,ended,50.0,,,0.0,50.0,late
8703,522694,369527,connect,ended,16.0,,,0.0,16.0,late
8705,524121,374768,connect,ended,-7.0,,,-1.0,53.0,early
8710,526373,336349,connect,ended,-226.0,,,-4.0,14.0,early
8713,527004,399172,connect,ended,29.0,,,0.0,29.0,late
8723,529665,378072,connect,ended,38.0,,,0.0,38.0,late
8731,531988,377670,connect,ended,,,,,,on time
8750,535781,319373,connect,ended,-7.0,552184.0,90.0,-1.0,53.0,early
8767,516252,284459,connect,ended,-42.0,535364.0,510.0,-1.0,18.0,early
8772,518449,308038,connect,ended,-20.0,,,-1.0,40.0,early
8774,519469,256528,connect,ended,-30.0,,,-1.0,30.0,early
8781,521708,367632,connect,ended,67.0,,,1.0,7.0,late
8787,525108,366983,connect,ended,113.0,,,1.0,53.0,late
8797,528385,383110,connect,ended,-11.0,,,-1.0,49.0,early
8813,532212,383625,connect,ended,-13.0,,,-1.0,47.0,early
8816,532779,349678,connect,ended,-80.0,538006.0,30.0,-2.0,40.0,early
8830,535033,275062,connect,ended,85.0,,,1.0,25.0,late
8837,535927,398152,connect,ended,-35.0,,,-1.0,25.0,early
8847,536960,316663,connect,ended,-144.0,,,-3.0,36.0,early
8851,537312,340594,connect,ended,-103.0,,,-2.0,17.0,early
8864,538187,334648,connect,ended,-86.0,,,-2.0,34.0,early
8866,538717,385131,connect,ended,-3.0,,,-1.0,57.0,early
8870,539130,392847,connect,ended,40.0,,,0.0,40.0,late
8872,539186,402083,connect,ended,-4.0,532634.0,510.0,-1.0,56.0,early
8874,539236,387753,connect,ended,-261.0,,,-5.0,39.0,early
8878,539626,376153,connect,ended,1461.0,,,24.0,21.0,late
8880,539889,358772,connect,ended,-50.0,,,-1.0,10.0,early
8886,534169,334190,connect,ended,25.0,,,0.0,25.0,late
8889,534664,341861,connect,ended,-136.0,,,-3.0,44.0,early
8894,535239,164960,connect,ended,81.0,538412.0,360.0,1.0,21.0,late
8899,535537,385131,connect,ended,-102.0,,,-2.0,18.0,early
8904,536020,295105,connect,ended,-102.0,,,-2.0,18.0,early
8911,536669,399172,connect,ended,30.0,,,0.0,30.0,late
8918,537107,345080,connect,ended,30.0,,,0.0,30.0,late
8920,537176,343808,connect,ended,-50.0,,,-1.0,10.0,early
8931,537999,339189,connect,ended,-57.0,,,-1.0,3.0,early
8937,538259,393723,connect,ended,-272.0,,,-5.0,28.0,early
8941,538608,350099,connect,ended,28.0,,,0.0,28.0,late
8944,538941,385178,connect,ended,241.0,540804.0,120.0,4.0,1.0,late
8955,548799,305525,connect,ended,-8.0,,,-1.0,52.0,early
8956,548981,355900,connect,ended,-27.0,,,-1.0,33.0,early
8964,549554,408632,connect,ended,-65.0,,,-2.0,55.0,early
8966,549613,311707,connect,ended,-33.0,543933.0,0.0,-1.0,27.0,early
8968,549765,245154,connect,ended,11.0,,,0.0,11.0,late
8992,553735,359049,connect,ended,33.0,550645.0,390.0,0.0,33.0,late
8999,549584,398456,connect,ended,-14.0,,,-1.0,46.0,early
9014,550878,297962,connect,ended,-95.0,,,-2.0,25.0,early
9026,551845,341119,connect,ended,,,,,,on time
9028,552140,301301,connect,ended,228.0,,,3.0,48.0,late
9037,552965,305525,connect,ended,-6.0,,,-1.0,54.0,early
9042,553385,358772,connect,ended,-71.0,543328.0,120.0,-2.0,49.0,early
9047,553825,335276,connect,ended,-18.0,552800.0,150.0,-1.0,42.0,early
9051,554019,396435,connect,ended,-12.0,,,-1.0,48.0,early
9052,554125,336850,connect,ended,251.0,,,4.0,11.0,late
9062,554142,173061,connect,ended,-49.0,,,-1.0,11.0,early
9067,554458,362339,connect,ended,-64.0,,,-2.0,56.0,early
9072,554673,383344,connect,ended,-9.0,553891.0,180.0,-1.0,51.0,early
9076,554745,367919,connect,ended,-32.0,,,-1.0,28.0,early
9088,555424,190291,connect,ended,-911.0,,,-16.0,49.0,early
9096,539428,402562,connect,ended,11.0,,,0.0,11.0,late
9102,545444,371572,connect,ended,-126.0,,,-3.0,54.0,early
9105,545507,176670,connect,ended,63.0,,,1.0,3.0,late
9113,545979,398456,connect,ended,-89.0,,,-2.0,31.0,early
9114,546055,274942,connect,ended,184.0,,,3.0,4.0,late
9118,546516,248889,connect,ended,-282.0,548781.0,0.0,-5.0,18.0,early
9122,546664,376760,connect,ended,25.0,,,0.0,25.0,late
9123,546816,390871,connect,ended,1128.0,,,18.0,48.0,late
9124,546837,374298,connect,ended,10.0,,,0.0,10.0,late
9127,547208,175289,connect,ended,5.0,,,0.0,5.0,late
9144,548498,316846,connect,ended,245.0,,,4.0,5.0,late
9145,548616,317770,connect,ended,8.0,,,0.0,8.0,late
9150,548946,340333,connect,ended,-146.0,,,-3.0,34.0,early
9152,548954,348999,connect,ended,-53.0,,,-1.0,7.0,early
9153,548991,385006,connect,ended,1431.0,,,23.0,51.0,late
9155,549086,399575,connect,ended,-58.0,,,-1.0,2.0,early
9160,549401,228703,connect,ended,-5.0,,,-1.0,55.0,early
9201,539245,375128,connect,ended,49.0,,,0.0,49.0,late
9216,540071,356551,connect,ended,-290.0,,,-5.0,10.0,early
9217,540077,265664,connect,ended,-20.0,,,-1.0,40.0,early
9234,541293,272590,connect,ended,4.0,,,0.0,4.0,late
9235,541483,407055,connect,ended,-746.0,,,-13.0,34.0,early
9239,541602,383110,connect,ended,-36.0,539987.0,720.0,-1.0,24.0,early
9244,541796,384688,connect,ended,-289.0,,,-5.0,11.0,early
9246,541841,216148,connect,ended,40.0,,,0.0,40.0,late
9253,542134,369713,connect,ended,-1378.0,,,-23.0,2.0,early
9256,542232,316042,connect,ended,-226.0,,,-4.0,14.0,early
9258,542524,405005,connect,ended,-21.0,,,-1.0,39.0,early
9279,544768,402528,connect,ended,-411.0,,,-7.0,9.0,early
9280,544799,394928,connect,ended,-59.0,531562.0,210.0,-1.0,1.0,early
9281,544853,392368,connect,ended,-14.0,,,-1.0,46.0,early
9282,544864,357860,connect,ended,-52.0,540016.0,450.0,-1.0,8.0,early
9294,545670,317330,connect,ended,-186.0,,,-4.0,54.0,early
9295,545760,383804,connect,ended,-25.0,552820.0,180.0,-1.0,35.0,early
9298,545948,383344,connect,ended,83.0,519135.0,90.0,1.0,23.0,late
9312,550458,312351,connect,ended,21.0,,,0.0,21.0,late
9314,550621,360551,connect,ended,108.0,,,1.0,48.0,late
9322,551368,359045,connect,ended,31.0,551957.0,30.0,0.0,31.0,late
9323,551369,304392,connect,ended,-174.0,551492.0,630.0,-3.0,6.0,early
9327,551511,364652,connect,ended,-81.0,,,-2.0,39.0,early
9343,552594,399528,connect,ended,-40.0,,,-1.0,20.0,early
9348,539330,374809,connect,ended,20.0,,,0.0,20.0,late
9365,540408,373893,connect,ended,14.0,537659.0,450.0,0.0,14.0,late
9373,540812,387810,connect,ended,-39.0,,,-1.0,21.0,early
9378,541473,295105,connect,ended,111.0,,,1.0,51.0,late
9387,541816,347464,connect,ended,-55.0,509094.0,720.0,-1.0,5.0,early
9398,542347,379751,connect,ended,-370.0,,,-7.0,50.0,early
9415,506261,374741,connect,ended,-36.0,,,-1.0,24.0,early
9434,530821,285452,connect,ended,1.0,,,0.0,1.0,late
9438,533413,353425,connect,ended,4.0,,,0.0,4.0,late
9449,534721,273565,connect,ended,-10.0,,,-1.0,50.0,early
9452,535043,295830,connect,ended,,,,,,on time
9453,535053,396435,connect,ended,-81.0,,,-2.0,39.0,early
9460,535619,223783,connect,ended,122.0,,,2.0,2.0,late
9462,535700,311707,connect,ended,19.0,,,0.0,19.0,late
9470,535991,228359,connect,ended,-225.0,,,-4.0,15.0,early
9471,536004,337437,connect,ended,253.0,,,4.0,13.0,late
9478,536351,340594,connect,ended,-130.0,,,-3.0,50.0,early
9481,536712,301389,connect,ended,99.0,,,1.0,39.0,late
9483,536789,374169,connect,ended,-188.0,,,-4.0,52.0,early
9487,537165,314466,connect,ended,-33.0,,,-1.0,27.0,early
9488,537239,366872,connect,ended,53.0,,,0.0,53.0,late
9491,537405,390467,connect,ended,95.0,,,1.0,35.0,late
9507,538876,345865,connect,ended,68.0,,,1.0,8.0,late
9529,555533,405005,connect,ended,-625.0,,,-11.0,35.0,early
9534,555708,368604,connect,ended,-95.0,,,-2.0,25.0,early
9538,555973,399912,connect,ended,,553160.0,30.0,,,on time
9542,556209,405005,connect,ended,-91.0,,,-2.0,29.0,early
9543,556307,385574,connect,ended,-27.0,,,-1.0,33.0,early
9545,556349,342699,connect,ended,-11.0,,,-1.0,49.0,early
9548,556469,401869,connect,ended,231.0,,,3.0,51.0,late
9553,556619,214635,connect,ended,2.0,540747.0,240.0,0.0,2.0,late
9556,556673,310636,connect,ended,-119.0,,,-2.0,1.0,early
9559,556887,351597,connect,ended,36.0,,,0.0,36.0,late
9560,556906,403246,connect,ended,176.0,,,2.0,56.0,late
9565,557298,404041,connect,ended,11.0,,,0.0,11.0,late
9572,555068,303309,connect,ended,-66.0,,,-2.0,54.0,early
9578,555436,395204,connect,ended,-14.0,,,-1.0,46.0,early
9587,556111,321310,connect,ended,-146.0,,,-3.0,34.0,early
9589,556215,334190,connect,ended,77.0,,,1.0,17.0,late
9596,556459,383625,connect,ended,8.0,,,0.0,8.0,late
9599,556586,387810,connect,ended,34.0,,,0.0,34.0,late
9602,556705,351660,connect,ended,69.0,558817.0,720.0,1.0,9.0,late
9610,557271,222928,connect,ended,-196.0,,,-4.0,44.0,early
9615,557457,409993,connect,ended,-60.0,,,-1.0,0.0,early
9618,557540,375047,connect,ended,-69.0,552358.0,630.0,-2.0,51.0,early
9620,557644,317378,connect,ended,-243.0,,,-5.0,57.0,early
9631,557461,194343,connect,ended,-29.0,505628.0,90.0,-1.0,31.0,early
9638,550934,376491,connect,ended,32.0,,,0.0,32.0,late
9639,550978,374360,connect,ended,0.0,,,0.0,0.0,on time
9649,551501,280227,connect,ended,-476.0,,,-8.0,4.0,early
9650,551533,316678,connect,ended,-48.0,,,-1.0,12.0,early
9653,551617,349894,connect,ended,-29.0,549019.0,270.0,-1.0,31.0,early
9655,551793,383674,connect,ended,54.0,,,0.0,54.0,late
9662,535102,314456,connect,ended,-134.0,,,-3.0,46.0,early
9667,535480,302561,connect,ended,30.0,,,0.0,30.0,late
9669,535628,383674,connect,ended,-7.0,,,-1.0,53.0,early
9683,536952,241021,connect,ended,-39.0,542244.0,720.0,-1.0,21.0,early
9685,537139,385523,connect,ended,-52.0,,,-1.0,8.0,early
9689,537295,315420,connect,ended,160.0,,,2.0,40.0,late
9690,537406,345865,connect,ended,-18.0,,,-1.0,42.0,early
9698,537769,391370,connect,ended,-26.0,,,-1.0,34.0,early
9712,538786,309580,connect,ended,-1.0,,,-1.0,59.0,early
9716,539133,385391,connect,ended,-73.0,,,-2.0,47.0,early
9734,540600,318728,connect,ended,-252.0,,,-5.0,48.0,early
9736,540609,407419,connect,ended,32.0,,,0.0,32.0,late
9754,537126,359049,connect,ended,-156.0,539408.0,720.0,-3.0,24.0,early
9762,538018,369938,connect,ended,-317.0,,,-6.0,43.0,early
9776,538558,317298,connect,ended,-9.0,,,-1.0,51.0,early
9794,539225,212965,connect,ended,-135.0,,,-3.0,45.0,early
9800,539557,376760,connect,ended,21.0,,,0.0,21.0,late
9805,539920,289693,connect,ended,-115.0,,,-2.0,5.0,early
9809,540078,351660,connect,ended,20.0,541498.0,240.0,0.0,20.0,late
9812,540477,310576,connect,ended,-21.0,,,-1.0,39.0,early
9825,541565,228359,connect,ended,-10.0,535991.0,60.0,-1.0,50.0,early
9830,541787,404129,connect,ended,255.0,,,4.0,15.0,late
9832,541898,358978,connect,ended,-45.0,542766.0,540.0,-1.0,15.0,early
9837,542148,348485,connect,ended,-390.0,,,-7.0,30.0,early
9839,542219,385721,connect,ended,0.0,,,0.0,0.0,on time
9842,542434,222934,connect,ended,-56.0,,,-1.0,4.0,early
9853,542826,290600,connect,ended,-14.0,542197.0,0.0,-1.0,46.0,early
9856,543211,260096,connect,ended,-213.0,,,-4.0,27.0,early
9881,548451,359358,connect,ended,-524.0,,,-9.0,16.0,early
9889,548833,367608,connect,ended,75.0,,,1.0,15.0,late
9902,549534,385627,connect,ended,33.0,,,0.0,33.0,late
9910,550306,353425,connect,ended,-58.0,555658.0,720.0,-1.0,2.0,early
9912,550493,357530,connect,ended,123.0,,,2.0,3.0,late
9921,550765,332588,connect,ended,,,,,,on time
